"KOD","fullTheta"
"Z25121",0.115658797981407
"Z25122",-1.64902170084918
"Z25123",3.17461981599088
"Z25124",-1.53928964473049
"Z25125",-0.981710881266785
"Z25126",1.60756597017853
"Z25127",0.400392502437408
"Z25128",9.90117502688635e-09
"Z25129",-0.199776674933175
"Z25130",0.999996645074265
"Z25131",-2.02916701592313
"Z25132",1.20039549318432
"Z25133",-0.199810245829185
"Z25134",0.200000001339329
"Z25135",1.40664573413196
"Z25136",-0.199999959140715
"Z25137",-0.400000764232117
"Z25138",-0.623607178534261
"Z25139",0.999942471333887
"Z25140",-0.857296586052986
"Z26001",-0.587489683240137
"Z26002",-0.2144143987749
"Z26003",-0.948449190264476
"Z26004",0.199999998147141
"Z26005",-0.819130107011771
"Z26006",0.399999053537927
"Z26007",-0.444928954608957
"Z26008",0.986755378886831
"Z26010",0.20000002191717
"Z26011",-0.40004749995412
"Z26012",-0.200102943603284
"Z26013",0.200011114870934
"Z26014",0.00358090454587075
"Z26015",1.91482595292934
"Z26016",1.76323195177378
"Z26017",-1.22093981502718
"Z26018",-0.599849420397832
"Z26019",-0.356970330634112
"Z26020",1.00251153152793
"Z26021",-1.2912392454307
"Z26022",0.80004735773164
"Z26023",0.814179968318047
"Z26024",-0.199826212781708
"Z26025",0.799939893111736
"Z26026",-0.40000898663818
"Z26027",-0.793213477848418
"Z26028",0.800000120809316
"Z26029",-1.29315734899041
"Z26030",0.800002500985919
"Z26031",0.599999945948201
"Z26032",-0.801500924318738
"Z26033",0.415316542727388
"Z26034",0.800313844276371
"Z26035",-0.811357562506512
"Z26036",-0.635035994837241
"Z26037",0.599996779226857
"Z26038",1.64074988774447
"Z26039",0.200002295291208
"Z26040",-0.266388590059705
"Z26041",0.800000053604285
"Z26042",-0.600428584130972
"Z26043",1.17461037640013
"Z26044",2.54988498712023
"Z26045",0.599692364548708
"Z26046",-3.23924490460938e-05
"Z26047",-1.63258040533845
"Z26048",-0.00169805876517546
"Z26049",0.600000004647875
"Z26050",-1.06303964392872
"Z26051",-3.9604776050909
"Z26052",0.600007796720016
"Z26053",0.20000000078073
"Z26054",0.399872776254079
"Z26055",1.54431283879516
"Z26056",3.17461981599088
"Z26057",1.43935675096703
"Z26058",-0.400000081216467
"Z26059",0.800776487617083
"Z26060",-0.406678815729563
"Z26061",0.40000017594146
"Z26062",-1.81339582695736
"Z26063",-0.000746793355943451
"Z26064",1.19949744975371
"Z26066",1.00025808213692
"Z26067",1.02562359102187
"Z26068",-2.96946636269073
"Z26069",1.20444684479131
"Z26070",2.39630554321386e-08
"Z26071",0.269105014384305
"Z26072",-0.401763508944878
"Z26073",0.599999695960492
"Z26074",1.60421219019133
"Z26075",7.12595831027459e-06
"Z26076",0.200006029773087
"Z26077",-1.4221717842534e-09
"Z26078",-0.199937305609776
"Z26079",-0.401466912795287
"Z26080",-1.10144492551494e-07
"Z26081",0.200000000791704
"Z26082",-0.96174927103129
"Z26083",1.20041999078417
"Z26084",-1.00552171301551
"Z26086",0.00025086849240264
"Z26087",0.763758861464164
"Z26088",-6.45492097723783e-10
"Z26089",1.63172877594111
"Z26090",0.828357714103009
"Z26091",-1.14834229193552
"Z26092",1.18874449962885
"Z26093",1.3716522465541
"Z26094",-0.400729657477291
"Z26095",1.61290336410959
"Z26096",0.399999998380604
"Z26097",-0.796153233786118
"Z26098",0.590006445886621
"Z26099",0.999986268385978
"Z26100",0.999578416277989
"Z26101",-0.00305967436722155
"Z26102",-0.822471951072896
"Z26103",-0.199999993511788
"Z26104",0.400000000163751
"Z26105",-3.776524848693e-07
"Z26106",0.999060008461858
"Z26107",-0.993953808127174
"Z26108",3.17461981599088
"Z26109",1.85774734661748
"Z26110",0.400000000009625
"Z26111",-1.46423985563646
"Z26112",2.63975244069957
"Z26113",0.199999999982378
"Z26114",0.79783038069237
"Z26115",-0.381348587097072
"Z26116",-0.408686874121019
"Z26117",0.599936489453538
"Z26118",0.877722810419413
"Z26119",0.400000110031407
"Z26120",-0.199999974479162
"Z26121",-2.34331843622528
"Z26122",-1.01436376508528
"Z26123",-0.200003819639671
"Z26124",0.199999999997066
"Z26125",-0.199502113672643
"Z26126",0.400000002192053
"Z26127",-0.649373936950153
"Z27001",0.599995047726146
"Z27002",0.599703625688556
"Z27003",-0.596611938803858
"Z27004",-0.20008067259262
"Z27005",-5.38657140607206e-06
"Z27006",-0.800550248919378
"Z27007",-0.974482005393414
"Z27008",0.800000161038454
"Z27009",0.996727240301481
"Z27010",0.805699615195994
"Z27011",1.05307362945934
"Z27012",0.400000000004287
"Z27013",1.39754506191501
"Z27014",-0.603508381782648
"Z27015",-6.39437180315677e-10
"Z27016",-1.3973557045539e-07
"Z27017",3.17461981599088
"Z27018",1.5993558538173
"Z27019",-1.46420826807834
"Z27020",-1.73729515112003
"Z27021",0.223853727814497
"Z27022",-1.19744034732116
"Z27023",0.580967818317729
"Z27024",0.58490777229436
"Z27025",0.599999915212079
"Z27026",-1.79755659331691e-09
"Z27027",0.841081852045716
"Z27028",-0.982646873968751
"Z27029",0.0699566733889129
"Z27030",0.200053716645481
"Z27031",0.600678459350735
"Z27032",-0.827900376049456
"Z27033",-0.199947390392645
"Z27034",0.600000003811881
"Z27035",0.53737801363067
"Z27036",0.198010862181976
"Z27037",-9.12127131591085e-07
"Z27038",0.60000009295761
"Z27039",0.99963555746026
"Z27040",-9.15327892380216e-07
"Z27041",3.17461981599088
"Z27042",0.996540648935469
"Z27043",-0.972616830857838
"Z27044",-2.46031266408154
"Z27045",0.598829439601507
"Z27046",0.39979331567724
"Z27047",0.996919837939031
"Z27048",1.0029381847343
"Z27049",1.19863381315762
"Z27050",0.19999997125928
"Z27051",-1.15862223119691
"Z27052",-0.202532452259879
"Z27053",0.600659367861065
"Z27054",1.00021259524485
"Z27055",-0.200000000993606
"Z27056",0.198375512254613
"Z27057",-1.19861823210769
"Z27058",0.600000134229143
"Z27060",0.584590544933156
"Z27061",1.90602028663214
"Z27062",0.399596683757755
"Z27063",0.796232376870505
"Z27064",-0.00409279277205253
"Z27066",1.96687138464596
"Z27067",-1.04877044746641
"Z27068",0.199999996328116
"Z27069",1.12308543111772
"Z27070",1.20142490094092
"Z27071",2.18686838118395
"Z27072",-1.29969677014194
"Z27073",3.17461981599088
"Z27074",-0.399782498051512
"Z27075",-0.200003090677368
"Z27076",-0.186709339566137
"Z27077",-0.400014828026599
"Z27078",0.399999925584614
"Z27079",-1.58975199217793
"Z27080",0.799999793043473
"Z27081",0.573611522541091
"Z27082",0.599975283596779
"Z27083",2.75425798525585
"Z27084",-0.179012145924559
"Z27085",-1.21779991037798
"Z27086",0.599988585632056
"Z27087",0.970318661914033
"Z27088",0.400000000669545
"Z27089",-0.383375214334702
"Z27090",-0.199999994194789
"Z27091",-0.401610037440498
"Z27092",0.199997933179967
"Z27093",-0.394924452624804
"Z27094",-1.24141975000404
"Z27095",-0.673707550228603
"Z27096",-1.98400431645701
"Z27097",1.96471132946893
"Z27098",0.0225035247178257
"Z27099",0.601737878265299
"Z27100",-0.200688314834925
"Z27101",1.00603142314014
"Z27102",-0.20000003897151
"Z27103",-0.911260158854893
"Z27104",-2.97625454701006
"Z27105",-1.22153768880837
"Z27106",-0.201660730688968
"Z27107",1.83488200136047
"Z27108",2.38494318098131
"Z27109",-0.398065210467672
"Z27110",0.591741540044262
"Z27111",-1.15727604429353
"Z27113",-1.71709758373412
"Z27114",2.58542804903406
"Z27115",0.599850730335982
"Z27116",1.57238644289308
"Z27117",2.97495438836173e-07
"Z27118",-0.199999621877594
"Z27119",-0.994689698014413
"Z27120",1.01131873755484
"Z27121",1.68508929744499
"Z27122",-1.18089973337414
"Z27123",3.36039542369803e-07
"Z27124",0.199999593994845
"Z27125",0.600000327558435
"Z27126",1.30943363603022
"Z27127",1.85576585737673
"Z27128",0.399998390483287
"Z28001",-1.500694991089
"Z28002",0.999904071657927
"Z28003",-0.979235250390248
"Z28004",-0.638921788677735
"Z28006",-0.400017919198759
"Z28007",-0.404690754703672
"Z28008",-2.85336607516885
"Z28009",-1.56893107825221
"Z28010",-0.59054944945956
"Z28011",1.39810354101943
"Z28012",0.923933672726806
"Z28013",-0.997064282379664
"Z28014",0.399400386228327
"Z28015",1.06142517916454
"Z28016",1.39104296919284
"Z28017",-0.400008460559485
"Z28018",-2.32163515918323
"Z28019",0.625414755247647
"Z28020",0.199995723815737
"Z28021",1.19975618619107
"Z28022",-2.50662203549911
"Z28023",0.799432575317252
"Z28024",-2.21035219958758e-09
"Z28025",1.00112826782338
"Z28026",0.800001389056045
"Z28027",0.399997454305361
"Z28028",0.781932608692767
"Z28029",0.199999999007558
"Z28030",1.34447121326774
"Z28031",-0.20073878234501
"Z28032",0.621597419762571
"Z28033",0.799398620938667
"Z28034",0.600413434671817
"Z28035",-0.601216389140457
"Z28036",0.600001595788102
"Z28037",3.17461981599088
"Z28038",-0.400133249922031
"Z28039",-0.668453128466969
"Z28040",0.600000041101873
"Z28041",-1.00103350634568
"Z28042",-1.05367562986779
"Z28043",-1.58407451736943
"Z28044",0.600618886803909
"Z28045",1.19966909429728
"Z28046",0.991617029727985
"Z28047",0.401664529848404
"Z28048",0.400005714261032
"Z28049",1.52613097313843
"Z28050",3.17461981599088
"Z28051",1.00007279331021
"Z28052",0.199999989336589
"Z28053",-0.415736389113422
"Z28054",0.399963157419337
"Z28055",-0.400001020536316
"Z28056",0.600054399837871
"Z28057",1.3310514865077
"Z28058",1.65796710148146
"Z28059",2.0955585979434
"Z28060",0.400000057486586
"Z28061",-0.963702415893986
"Z28062",-0.399994414051392
"Z28063",-0.200000180289648
"Z28064",-0.201466421819956
"Z28065",-0.400196879324022
"Z28066",-0.516990094405748
"Z28067",-0.995085936520458
"Z28068",3.17461981599088
"Z28069",0.806292597526414
"Z28070",2.06399821327775
"Z28071",0.802496643664454
"Z28072",0.399999816057565
"Z28073",0.590791797534558
"Z28074",0.420669217324571
"Z28075",0.599999961163069
"Z28076",0.801235718801799
"Z28077",1.87057106696292
"Z28078",1.1985684929485
"Z28079",-0.000451314895813696
"Z28080",0.971243441432173
"Z28081",1.01499072986398
"Z28082",-2.26393026264695
"Z28083",-0.600699016861272
"Z28084",-0.53853182275852
"Z28085",-0.199999314277573
"Z28086",-0.200131940147398
"Z28087",-0.200001541815823
"Z28088",-0.568755792643204
"Z28089",-0.000335570769647286
"Z28090",-1.9737423011662
"Z28091",-3.00972975227384
"Z28092",-1.75214898061502
"Z28093",0.386076591734744
"Z28094",-0.200073503480139
"Z28095",-0.426832017006655
"Z28096",1.82078639894693
"Z28097",0.199999996173517
"Z28098",0.000156818529718924
"Z28099",-1.3434575864485
"Z28100",-0.391642574888956
"Z28101",-1.29151805939142
"Z28102",1.19997196678767
"Z28103",-0.802819496026606
"Z28104",-0.99012333176343
"Z28105",1.19965088796711
"Z28106",2.72910396620691
"Z28107",0.800310698341291
"Z28108",-2.02061007766233
"Z28109",-0.18666430511003
"Z28110",-1.09458759477434
"Z28111",-0.195815147670749
"Z28112",0.0325284041063458
"Z28113",0.399767623736561
"Z28114",2.706467122722e-08
"Z28115",0.200001267824702
"Z28116",-0.878138489790148
"Z28117",2.06686268306313
"Z28118",0.200000115826532
"Z28119",-0.200000003934067
"Z28120",-1.51929471362637
"Z28121",-1.1560155672117
"Z28122",-1.23739610554592
"Z28123",-0.199999926226897
"Z29001",0.999989915421435
"Z29002",-1.39225449311793
"Z29003",0.200000000474393
"Z29004",-1.7317432747321
"Z29005",0.20000011659547
"Z29006",0.400000100558505
"Z29007",1.19903334591115
"Z29008",0.800001724225459
"Z29009",1.20409169699279
"Z29010",-0.20138647123521
"Z29011",0.800000915043772
"Z29012",0.194524800895798
"Z29013",1.55519181967934
"Z29014",0.20006290155049
"Z29015",2.54506486803538
"Z29016",-0.599996385757348
"Z29017",2.65158958460224
"Z29018",0.400032133687652
"Z29019",0.599999798857568
"Z29020",1.00010829815693
"Z29021",-0.510197472684788
"Z29022",1.34181270080804
"Z29023",-0.200639948442107
"Z29024",1.20471487716018
"Z29025",-1.70920071324291
"Z29026",1.19604137248083
"Z29027",-1.00076260905727
"Z29028",0.199999916090712
"Z29029",-1.34660818917224
"Z29030",0.400881437261632
"Z29032",-0.79591893347779
"Z29033",2.36867561611991
"Z29034",0.200007923011115
"Z29035",1.39841992473717
"Z29036",0.399997824409819
"Z29037",0.99948847950972
"Z29038",3.17461981599088
"Z29039",0.399999981203592
"Z29040",-0.400421909295367
"Z29042",1.33137590279001
"Z29043",-7.44833548801082e-08
"Z29044",0.400000000558009
"Z29045",1.52869848024722
"Z29046",0.20000001275409
"Z29047",-0.200002425775683
"Z29048",0.40000000039035
"Z29049",-0.743173225028691
"Z29050",-0.200361134848691
"Z29051",0.200311122284816
"Z29052",-2.14024162622444
"Z29053",0.670055452794122
"Z29054",0.201426544381624
"Z29055",8.068892622464e-05
"Z29056",2.95999253822899
"Z29057",-0.446523537081414
"Z29058",0.799994825909656
"Z29059",9.04933709462549e-07
"Z29060",1.93907525260484
"Z29061",0.199998776879086
"Z29062",1.60446583620157
"Z29064",0.199993683211939
"Z29065",-2.02592047162581
"Z29066",1.37026541546522
"Z29067",0.597253197715223
"Z29068",1.77446161584283
"Z29069",1.00098845765392
"Z29070",-0.976321704776569
"Z29071",0.199998825072351
"Z29072",3.17461981599088
"Z29073",0.200539031860057
"Z29074",-0.0137630616039935
"Z29075",0.799999935739372
"Z29076",-0.000702138375277051
"Z29077",0.400000026945956
"Z29078",-0.199636445627264
"Z29079",1.92143677110161
"Z29080",-0.401108474437343
"Z29081",2.05194602238559
"Z29082",1.59778519413527
"Z29083",-1.41728085343788
"Z29084",2.49595942622598e-08
"Z29085",-0.705558204201401
"Z29086",0.799993413304904
"Z29087",0.20013372468881
"Z29088",-0.199901504081119
"Z29089",-0.812425416265841
"Z29090",0.399959128317655
"Z29091",0.188901248208473
"Z29092",2.23977497940367
"Z29093",0.200237400939795
"Z29094",-0.200017982222415
"Z29095",-0.00266933197209318
"Z29096",0.599994494031907
"Z29097",1.79115662371663
"Z29098",0.399536040936908
"Z29099",0.600000007320755
"Z29100",-0.796626893084968
"Z29101",-0.199999848751789
"Z29102",1.82399803505796
"Z29103",0.599532900461023
"Z29104",-1.02668064526118
"Z29105",-0.199998349947587
"Z29106",2.48335977494089
"Z29107",-0.781691335448939
"Z29108",1.39988710159308
"Z29109",-3.21586596871232
"Z29110",-0.945228335395561
"Z30001",0.999970587169434
"Z30002",-0.998378914863855
"Z30003",1.40216889785047
"Z30004",-0.18162393602575
"Z30005",1.40796871777735
"Z30006",0.600610759298716
"Z30007",-0.944517846870048
"Z30008",2.10853729892038
"Z30009",0.799999080834846
"Z30010",2.54632001909705
"Z30011",-1.17023707373523
"Z30012",-0.400003573012837
"Z30013",1.17453569394062
"Z30014",0.60000001298039
"Z30015",0.399999998102092
"Z30016",1.62749160628552
"Z30017",1.95431326090105
"Z30018",1.00382842745723
"Z30019",2.33751152534362
"Z30020",1.71490572345644
"Z30021",0.399999998488793
"Z30022",1.18646803435444
"Z30023",-1.72682395533734
"Z30024",0.400000000780463
"Z30025",-1.97764696720096
"Z30026",-0.161973099040743
"Z30027",3.17461981599088
"Z30028",1.48941053097097
"Z30029",0.600051970040978
"Z30030",0.71413372971142
"Z30031",-0.400004793527915
"Z30032",1.8349602661696
"Z30033",-1.36276353343851
"Z30034",0.200000154632334
"Z30035",0.199999999934476
"Z30036",-0.799712364066952
"Z30037",0.199312722828725
"Z30038",0.711103776800672
"Z30039",3.17461981599088
"Z30040",1.2634991803049
"Z30041",0.800006406197132
"Z30042",-0.393284071108332
"Z30043",-1.48348923658317
"Z30044",1.4052434117908
"Z30045",0.999995411008014
"Z30046",0.811445164407748
"Z30047",1.38959239289422
"Z30048",1.64721009063433
"Z30049",1.40352542991279
"Z30050",3.17461981599088
"Z30051",1.69582548267604
"Z30052",0.800010555873188
"Z30053",1.70400124536958
"Z30054",0.399980036660366
"Z30055",0.600001444815908
"Z30056",0.999994554525291
"Z30057",0.624427045411534
"Z30058",0.00650579564888669
"Z30059",1.25488482102535
"Z30060",1.86548702415388
"Z30061",0.800000093411518
"Z30062",0.600000003948412
"Z30063",2.24623692753916
"Z30065",1.22570960832232
"Z30066",0.00399367532078289
"Z30067",-2.0483723864626
"Z30068",0.999896815899268
"Z30069",1.01161371119212
"Z30070",1.59721585822183
"Z30071",0.198937001173194
"Z30072",0.800078738091215
"Z30073",0.8000005258257
"Z30074",-0.200025773095886
"Z30075",-0.217769205464429
"Z30076",1.46866564004879
"Z30077",0.907374693329009
"Z30078",0.400054714427605
"Z30079",-0.404326361466933
"Z30080",1.20025058810226
"Z30081",-2.13933930218634
"Z30082",1.3730156566424
"Z30083",-1.64907830808517
"Z30084",1.00598100693164
"Z30085",0.25140558320726
"Z30086",3.17461981599088
"Z30087",-0.402081387526253
"Z30088",0.773187025937018
"Z30089",1.00129567867856
"Z30090",0.817117835009771
"Z30091",0.799997818053444
"Z30092",0.197887741053805
"Z30093",2.06474071313099
"Z30094",0.999631964717338
"Z30095",1.59842971891127
"Z30096",-2.36292408667947e-09
"Z30097",-0.400001816468539
"Z30099",-1.19446964784571
"Z30100",0.394999974014156
"Z30101",-0.199999977325517
"Z30102",-1.60358668258684
"Z30103",0.799997130304487
"Z30104",0.600000292685872
"Z30105",1.37937524103499
"Z30106",-0.796993469605462
"Z30107",-0.795398291630429
"Z30108",-2.2211749803655e-10
"Z30109",-1.55502481803396
"Z30110",-1.49476942222741
"Z30111",2.35746547417325
"Z30113",-1.00700924930553e-08
"Z30114",-0.199999991654219
"Z30115",1.00000553116639
"Z30116",-0.399991609322746
"Z30117",0.800004579363174
"Z30118",-1.92841579917995
"Z30119",1.00014118029481
"Z30120",0.599962317043873
"Z30121",1.81593432088631
"Z30122",-1.00673304112893
"Z30123",2.01839883343601
"Z30124",1.59007841663005e-09
"Z30125",-0.400846464783745
"Z30126",1.59032184295658
"Z30128",1.00526673125611
"Z30129",3.17461981599088
"Z30130",-4.47503728523052e-09
"Z30131",-0.384169070620327
"Z30132",0.600003382957315
"Z30133",0.599966988108987
"Z30134",-0.199999912884882
"Z30136",0.199989975144061
"Z30137",1.19935688223676
"Z30138",-0.405234561430032
"Z30139",-1.60336986481248
"Z30140",0.200000061628903
"Z31001",0.200000034432187
"Z31002",1.59947052279265
"Z31003",1.00000813425689
"Z31004",2.32247787779719
"Z31005",-1.20734324721406e-08
"Z31006",0.213281156542089
"Z31008",-0.519952088978987
"Z31009",1.20033576787717
"Z31010",1.19970564761054
"Z31011",2.69594708446159
"Z31012",2.01796364419314
"Z31013",1.90547703488957
"Z31014",0.797372605357973
"Z31015",-1.31666308812784
"Z31016",1.92618726083326
"Z31017",-2.25524638321322
"Z31018",-0.801197549026052
"Z31019",-1.36291922433928e-06
"Z31020",1.61763440326468
"Z31021",1.20098397570624
"Z31022",0.399840204761577
"Z31023",0.399999981859138
"Z31024",1.57960367703154
"Z31025",-0.876524457774764
"Z31026",0.802240232628949
"Z31027",2.78878237992736
"Z31028",0.845804150184783
"Z31029",0.400000054257137
"Z31030",0.801651757120573
"Z31031",1.98214103830222
"Z31032",1.20901319222785
"Z31033",6.62332113182519e-06
"Z31034",2.03703791608635
"Z31035",0.200000001792367
"Z31036",-1.17121579307519
"Z31037",1.13219776151797
"Z31038",2.01612025109581
"Z31039",0.999832955355619
"Z31040",1.82415920566333
"Z31041",0.59999999606323
"Z31042",0.800532485854498
"Z31043",1.4916538298471
"Z31044",1.19514030546226
"Z31045",0.800000319568526
"Z31046",-0.399958088102155
"Z31047",2.28163714082433
"Z31048",1.32020167761486
"Z31049",0.77447960584743
"Z31050",-0.200001462229153
"Z31051",1.20021030893959
"Z31052",1.16194232075377e-07
"Z31053",2.31559467795533
"Z31054",2.92563791555224
"Z31055",0.000207475661049551
"Z31056",2.50149923496405
"Z31057",-0.399960354218957
"Z31058",-0.807211126266192
"Z31059",1.00028968858193
"Z31060",1.00859967826864
"Z31061",0.599280190346456
"Z31062",1.88762853767554
"Z31063",0.567485055205557
"Z31064",-0.649269522798921
"Z31065",0.800815682871075
"Z31066",-1.71637265562129
"Z31067",-2.38337712563269
"Z31068",1.00253535896686
"Z31069",2.57893411702877
"Z31070",0.400000006221121
"Z31071",-1.61635376912196
"Z31072",-0.200000103193543
"Z31073",-0.996469949382892
"Z31074",-2.02480831823286
"Z31075",0.400036131158947
"Z31077",1.36421098103785
"Z31078",0.200000023582054
"Z31080",1.19994302844074
"Z31081",0.799878026606053
"Z31083",2.13699239506791
"Z31084",2.40851551617045
"Z31085",0.603357290494166
"Z31086",1.67882884073296
"Z31087",-0.806074858118796
"Z31088",1.77319746479194
"Z31089",0.999946217050058
"Z31090",0.990591417780544
"Z31091",0.602905939181512
"Z31092",-0.602033778894682
"Z31093",-1.66241766812602
"Z31094",-0.975699135755897
"Z31095",0.957442777846269
"Z31096",1.63743817090312
"Z31097",1.4877727666845
"Z31098",0.800099001532898
"Z31099",-1.67904049422794
"Z31100",1.92014323219895
"Z31101",0.80011817530847
"Z31102",1.21383945005772
"Z31103",0.199979873288313
"Z31104",1.72823098819342
"Z31105",0.41318088451477
"Z31106",-0.598289741728941
"Z31107",1.00039728516412
"Z31108",1.19979963244784
"Z31109",-0.599696287219468
"Z31110",-0.600055417044795
"Z31111",0.399999999380696
"Z31112",-0.822359906374004
"Z31113",1.39258140643845
"Z31114",2.10109036459332
"Z31115",1.41687156139437
"Z31116",1.58264121470689
"Z31117",-0.348953287126477
"Z31118",-2.04489170689444
"Z31119",2.83543025573674
"Z31120",-0.400225574892683
"Z32001",0.599999641539483
"Z32002",0.599999982403612
"Z32003",0.60000000327875
"Z32004",1.19990963939699
"Z32005",2.15776736678914
"Z32006",1.57763016584654
"Z32007",2.52804730974113
"Z32008",-0.400000968658237
"Z32009",1.00818756634768
"Z32010",0.39804409744056
"Z32011",0.400000010548263
"Z32012",0.399999987597845
"Z32013",1.03820471694199
"Z32014",1.89084530372523
"Z32015",1.00039375530902
"Z32016",0.399999986211675
"Z32017",0.80070848594752
"Z32018",0.799993996034456
"Z32019",3.17461981599088
"Z32020",0.400000067050655
"Z32021",0.999657732262432
"Z32022",-0.400002255379927
"Z32023",1.20294458274487
"Z32024",3.9065009005578e-05
"Z32025",1.59648204581098
"Z32026",-1.3885621758735
"Z32027",0.400010822891168
"Z32028",1.59390658624273
"Z32029",0.200000008035049
"Z32030",-0.200018040579922
"Z32032",1.89807018876759
"Z32033",1.40404218620348
"Z32034",-0.202096124300166
"Z32035",0.800004088808416
"Z32036",1.19065671087576
"Z32037",-1.34087124806222
"Z32038",0.999875789339947
"Z32039",0.799999533381612
"Z32040",0.172619180498572
"Z32041",-0.798601148504423
"Z32042",1.02312033427343
"Z32043",-0.199999931350091
"Z32044",-0.399997047864951
"Z32045",1.40163160996775
"Z32046",0.38079331781102
"Z32047",-0.000112311679395537
"Z32048",0.400000003426176
"Z32049",0.588065489254133
"Z32050",-0.200000331525834
"Z32051",-3.10209712347791e-09
"Z32052",-0.399994756865445
"Z32053",2.36177169893462
"Z32054",1.25756687699328
"Z32055",-0.400003972213514
"Z32057",0.800599238843489
"Z32058",1.39724927869154
"Z32059",1.46332354244683
"Z32060",-1.59430882655666
"Z32061",1.19996972721636
"Z32062",0.177287077685098
"Z32063",2.4062862871611
"Z32064",-2.2562426657468
"Z32065",2.52845828791766
"Z32066",1.56018709138493
"Z32067",1.49496620842913
"Z32068",0.200000542692786
"Z32069",1.2013169972009
"Z32070",-0.800111480040205
"Z32071",0.400100600879769
"Z32072",1.0121638157962
"Z32073",-2.16788348611328
"Z32074",0.400156570051305
"Z32075",0.953807800065385
"Z32076",3.17461981599088
"Z32077",-0.200000656548914
"Z32078",0.400000012389933
"Z32079",1.19978202879576
"Z32080",-0.400004388783848
"Z32081",0.799999980587535
"Z32082",1.66532258622508
"Z32083",1.2003762582245
"Z32084",-0.400031798779687
"Z32085",1.00000426126309
"Z32086",0.59999999318005
"Z32088",0.79994365915833
"Z32089",-2.88540636822315e-08
"Z32090",0.599987528070663
"Z32091",-0.200022951842055
"Z32092",1.93590852411306
"Z32093",1.40101630072356
"Z32094",-0.200815507162121
"Z32095",1.00417961006939
"Z32096",1.00496373166788
"Z32098",-0.523083884757816
"Z32099",-0.785409307801308
"Z32100",1.61765260697992
"Z32102",1.20042971773399
"Z32103",-0.600087906044077
"Z32104",2.28063725064472
"Z32105",0.598660405172257
"Z32106",0.609834898193982
"Z32107",0.400134572079642
"Z32108",1.39862647337013
"Z32109",0.839269431955402
"Z32110",1.74159240031344
"Z32111",-1.0619872898574
"Z32112",3.17461981599088
"Z32113",2.73262548766803
"Z32114",-0.60012025101476
"Z32115",0.600004691380049
"Z32116",0.799996757772865
"Z32117",1.61557640324562
"Z32118",-1.3880374228255
"Z32119",0.800005786469269
"Z32120",0.925769281945513
"Z32121",1.69775926664108
"Z32122",0.0346357299189425
"Z32123",-0.20000789424865
"Z32124",-0.599785729993831
"Z32125",-1.53800013180586
"Z32126",1.00004048326946
"Z32127",0.400000021207634
"Z32128",1.94968012563137
"Z32129",1.00397007617156
"Z32130",1.60610309398504
"Z32131",1.40015720935552
"Z32132",-0.599802670449109
"Z32133",0.798900340658815
"Z33001",0.800001463278715
"Z33002",-0.880179463522213
"Z33004",1.85587648253344
"Z33005",-0.800800663946997
"Z33006",0.800031819291653
"Z33007",1.3710606779634
"Z33008",1.19814396411154
"Z33009",0.800002241868533
"Z33010",-4.90185344154997e-06
"Z33011",0.997025212904101
"Z33012",-0.399996167501023
"Z33013",0.200000067007136
"Z33014",-0.199998730316861
"Z33016",1.2001578120286
"Z33017",1.03446654216069
"Z33018",0.910587251767186
"Z33019",3.17461981599088
"Z33020",1.70599541762857
"Z33021",0.798970294193085
"Z33022",0.1999999941856
"Z33023",1.5760620453921
"Z33024",0.400000020607501
"Z33025",0.799999209199912
"Z33026",1.20031957653604
"Z33027",0.600000710552667
"Z33028",-1.34010002899074
"Z33029",1.20813859288243
"Z33030",1.58753007179705
"Z33031",3.17461981599088
"Z33032",1.53964994887271
"Z33033",1.3450641103563
"Z33034",2.27534241638761
"Z33035",1.70812877148491
"Z33036",-5.0144981817951e-07
"Z33037",2.02605240239466
"Z33038",0.400000004560074
"Z33039",0.996145099034946
"Z33040",0.600000256234926
"Z33041",1.39477163991018
"Z33042",-3.05007596664126e-08
"Z33043",2.19183594106365
"Z33045",0.999409234287437
"Z33046",0.399999833006863
"Z33047",0.999954218550075
"Z33048",2.35482904392273
"Z33049",2.71666333893557
"Z33050",2.72097319423581
"Z33051",0.601432406329517
"Z33052",0.399999999006408
"Z33053",1.13122444562555
"Z33054",0.399999966002753
"Z33055",-0.794073973273616
"Z33056",0.599996139928963
"Z33058",0.800113836263641
"Z33059",0.803904226602614
"Z33060",0.799992023370601
"Z33061",-0.199999958454514
"Z33062",1.38861411232434
"Z33063",2.84745157676167
"Z33064",-0.437469659678942
"Z33065",0.600000610405195
"Z33066",0.9999841458623
"Z33067",2.63692234407703
"Z33068",-0.0500506427379292
"Z33069",0.668757389810795
"Z33070",0.00132118842030321
"Z33071",-0.399999510794331
"Z33072",0.399999999977263
"Z33073",3.17461981599088
"Z33074",3.17461981599088
"Z33075",-0.399998829557087
"Z33076",0.200607999280138
"Z33077",0.200000034543486
"Z33078",0.200000211634034
"Z33079",-2.08751706309866e-06
"Z33080",1.21175048582961
"Z33081",0.799999495653495
"Z33082",2.03264697997233
"Z33083",0.999988209871844
"Z33084",1.67423969895508
"Z33085",-1.54181185554926
"Z33086",0.597068097372302
"Z33087",1.00001114995947
"Z33088",1.00002730474088
"Z33089",1.19972031664429
"Z33090",-0.199915829756988
"Z33091",1.69783163067636
"Z33092",-2.77184561547553
