"KOD","fullTheta"
"Z20127",-1.83727637855394
"Z20128",-0.440226686678593
"Z20129",-1.59686492761868
"Z20130",-0.406076308341351
"Z20131",-3.22829801757756
"Z20133",-1.63165250677721
"Z20135",-0.969374486560134
"Z20136",-1.88930291818881
"Z20137",-1.1793666320429
"Z20138",0.51005604848245
"Z20139",-0.843199566665343
"Z20141",-1.00128636932521
"Z21001",-0.97645553076836
"Z21002",0.400005107533763
"Z21003",-0.399985395743069
"Z21004",-1.06055602781285
"Z21005",-0.796444119837257
"Z21006",-0.199997238441383
"Z21007",-0.599905377216262
"Z21008",-2.13514964751552
"Z21009",7.80191799374112e-10
"Z21010",-1.34752186573289
"Z21011",-1.76687232831074
"Z21012",-0.242421445530729
"Z21013",-1.64361557551126
"Z21014",-1.00470346627194
"Z21015",-2.35277153516393
"Z21016",-0.199992447932802
"Z21018",-2.46153886689223
"Z21019",-1.01009916882738
"Z21020",-3.01090079391313
"Z21021",-0.801338407940553
"Z21022",-1.40929684236966
"Z21023",-0.399779030816506
"Z21024",-1.31309440503044
"Z21025",-1.65155899031478
"Z21026",-3.55903451875691
"Z21027",-0.399684243504951
"Z21028",-1.48109708924114
"Z21029",-1.73014725727343
"Z21030",-1.7175491610102e-07
"Z21031",0.199999968198477
"Z21032",-0.218665499715182
"Z21033",-0.78657313681233
"Z21034",-0.252679390399695
"Z21035",-1.28247608715198
"Z21036",-1.22368028884662
"Z21037",-1.01174061591631
"Z21038",-0.401029728928226
"Z21039",-0.399780644399504
"Z21040",-1.2340196696834
"Z21041",-1.18428550785287
"Z21042",-1.87165262216376
"Z21043",-1.23312659130357
"Z21044",-1.02659091617339
"Z21045",0.600007086538876
"Z21046",0.40099356606807
"Z21047",-0.600007739829539
"Z21048",-1.71629349896101
"Z21049",-0.200000073303235
"Z21050",0.000110225782705746
"Z21051",8.02234098716101e-06
"Z21052",0.365495621119057
"Z21053",-1.72647599837095
"Z21054",-1.66393421055968
"Z21056",8.35719511892453e-11
"Z21057",-2.37388674107181
"Z21058",-1.50470617673415
"Z21059",-0.380435052357405
"Z21060",-1.09439032478019
"Z21061",-0.800219186834882
"Z21062",-0.618775107134894
"Z21063",-0.400012284205412
"Z21064",0.999926553631606
"Z21065",-1.10250091935922
"Z21066",-0.798018592525965
"Z21067",-1.91943173050408
"Z21068",-0.400447089934678
"Z21069",-2.65073314936739
"Z21070",-2.3906783750809
"Z21071",-0.00315692513914839
"Z21072",0.199974132099312
"Z21073",-1.6811607743745
"Z21074",-1.78016094100003
"Z21075",0.2120466645408
"Z21076",-2.32233757336702
"Z21077",3.67203022316866e-07
"Z21078",-0.0666114056547011
"Z21079",-1.56097692095841
"Z21080",0.381410783669478
"Z21081",-0.200000097555229
"Z21082",0.603824748869403
"Z21083",-0.200000099833102
"Z21084",-2.02537438719106
"Z21085",-1.4544965546534
"Z21086",-0.405994032866245
"Z21087",-1.07061421949116
"Z21088",0.199997752451672
"Z21089",-0.329068606681951
"Z21090",-1.37344326375567
"Z21091",-0.399998861357094
"Z21092",0.200000919848414
"Z21093",-0.886729029708519
"Z21094",-2.10380083716218
"Z21095",-1.59841740996859
"Z21096",0.199999999794744
"Z21097",-1.08701303878935
"Z21098",-0.206982964983107
"Z21099",0.600000013150205
"Z21100",-3.20988541865499e-05
"Z21101",-1.04923481482731
"Z21102",-3.83607433826178
"Z21103",-2.40398278778243
"Z21104",1.00099784761951
"Z21105",-1.11335183486815
"Z21106",-1.24263920100011
"Z21107",-2.06743340298133
"Z21108",-1.37135659571684
"Z21109",0.599999916930621
"Z21110",-0.600152411399585
"Z21111",-0.608861017576469
"Z21112",-0.400591198834331
"Z21113",-2.29297256190155
"Z21114",-1.63504591474845
"Z21115",2.75165258367708
"Z21116",-2.16778467356137
"Z22001",-1.34344483108245
"Z22002",-0.984633541257404
"Z22003",0.200001061138328
"Z22004",-1.26429212233267
"Z22005",-1.16252139091259
"Z22006",-1.00202064323378
"Z22007",-1.12542295990678
"Z22008",-1.14821602461402
"Z22009",-0.199999997214509
"Z22010",-1.20910627075892
"Z22011",-1.04583897925497
"Z22012",-1.36182821448737
"Z22013",-1.9116554570468
"Z22014",1.38402940657272
"Z22015",-1.09964452437301
"Z22016",-0.401765264870453
"Z22017",0.200000000045492
"Z22018",-0.600361637410872
"Z22019",-1.27028160142318
"Z22020",-1.02590753234657
"Z22021",-0.665194647445655
"Z22022",0.200000088932101
"Z22023",-0.863480691775142
"Z22024",-0.600030196306035
"Z22025",0.600004364589147
"Z22026",0.199999997301069
"Z22027",0.200000046009786
"Z22028",-1.5677896667527
"Z22029",-5.75991566460902e-07
"Z22030",0.0730867522422717
"Z22031",-0.200000206168754
"Z22032",-1.50523890762185
"Z22033",-1.50075053077487
"Z22034",-1.03271722442209
"Z22035",-0.39999758301057
"Z22036",-0.400247816329124
"Z22037",-0.816792562019886
"Z22038",-1.91488432886299
"Z22039",-1.91929912546925
"Z22040",-0.589796420342369
"Z22041",-1.57362028852193
"Z22042",-2.89992185284186e-06
"Z22043",-1.27196906054794
"Z22044",-1.44318816509917
"Z22045",0.400000000118812
"Z22046",-0.988119894825715
"Z22047",-1.96304268253733
"Z22048",1.70377152285029e-05
"Z22049",0.800000523834009
"Z22050",-0.810773858205316
"Z22051",-0.987515264873748
"Z22052",3.17461981599088
"Z22053",1.19553951458955
"Z22054",-2.21973208043672e-09
"Z22055",-0.599779800871435
"Z22056",-1.18858022709558
"Z22057",0.396261015545948
"Z22058",-0.599735158167888
"Z22059",0.802874255800658
"Z22060",-2.01629954584753e-05
"Z22061",-0.994242902823413
"Z22062",-0.797375210043054
"Z22063",4.11857483068068e-08
"Z22064",1.20001226911894
"Z22065",-0.200017209529317
"Z22066",1.59217839569945e-09
"Z22067",0.999973235695265
"Z22068",3.17461981599088
"Z22069",-1.42351536365453
"Z22070",-1.37862794912875
"Z22071",-1.29876044982499
"Z22072",0.400009548796851
"Z22073",-0.203672835323612
"Z22074",0.399867450653377
"Z22075",-0.608754167113346
"Z22076",0.80000264006108
"Z22077",-0.0202249052241378
"Z22078",-3.98506978254284e-06
"Z22079",-2.60075866716984
"Z22080",-0.257943255644039
"Z22081",-1.15647690843471
"Z22082",-0.60011420835607
"Z22083",-0.437920436874659
"Z22084",-0.200019148989069
"Z22085",-0.660960126908787
"Z22086",3.17461981599088
"Z22087",-0.729867196918167
"Z22088",-0.135352841073189
"Z22090",-1.72133462525532
"Z22091",-1.00168490170139
"Z22092",0.00245980492373924
"Z22093",-1.07156461649941
"Z22094",0.399999998996951
"Z22095",0.200000001221822
"Z22097",-1.58128415556104
"Z22098",-2.1202681994855
"Z22099",1.00016472712771
"Z22100",-0.592453423567316
"Z22101",-0.580845767628409
"Z22102",0.00186676730712212
"Z22103",-1.85108812829193
"Z22104",-1.44195754366233
"Z22105",8.07339905477593e-05
"Z22106",-0.199999902492097
"Z22107",-0.606273323641988
"Z22108",-0.819134805310592
"Z22109",-1.35956582419177
"Z22110",-0.199999924675483
"Z22111",0.800000689393399
"Z22112",-0.200038459250279
"Z22113",0.800000164041324
"Z22114",-0.399994887017921
"Z22115",-1.45073914421757
"Z22118",-0.599941065281908
"Z23001",-0.200004168171892
"Z23002",-0.599904339806073
"Z23003",-0.400161458829483
"Z23004",-2.00317629837115
"Z23005",0.600023760034255
"Z23006",1.10888108409494
"Z23007",-1.19071580061356
"Z23008",-2.75391688512094
"Z23009",0.399967041705345
"Z23010",-1.28575930474934
"Z23011",-0.399990141801302
"Z23012",0.800000277030128
"Z23013",-0.199940957528168
"Z23014",-0.427423175260453
"Z23015",0.598877962078966
"Z23016",-1.73289268114543
"Z23017",-1.15249786597863
"Z23018",0.199999999791401
"Z23019",0.600000175142159
"Z23020",-0.821651730254892
"Z23021",-0.64797296999928
"Z23022",-0.111944758541486
"Z23023",-1.43473867050121
"Z23024",-0.00945517063453734
"Z23025",0.00105766132209055
"Z23026",1.00288258995961
"Z23027",0.200000540118932
"Z23028",-0.847919038519584
"Z23029",-0.399365363606458
"Z23030",-2.68327984657476
"Z23031",-1.52753377123627
"Z23032",-0.612938118398979
"Z23033",-0.600223523692703
"Z23034",0.199999888414133
"Z23035",-0.752643743574514
"Z23036",-0.158455227354766
"Z23037",0.189753450266827
"Z23038",-2.36548422160699
"Z23039",0.0743848648606983
"Z23040",-1.32855351387644
"Z23041",6.16150747690916e-09
"Z23042",-1.00332426716569
"Z23043",-4.62570753763878e-06
"Z23044",-1.88793692172221
"Z23045",-0.0301244917793836
"Z23046",-1.30948065400135
"Z23047",-1.9276126506606
"Z23048",-0.598301215423314
"Z23049",0.120000118132006
"Z23050",-0.400256835469074
"Z23051",0.599999388704688
"Z23052",-1.517767962917e-05
"Z23053",0.40026284553933
"Z23054",0.600015885708543
"Z23055",-1.11954936734247
"Z23056",0.399374018543564
"Z23057",-0.40000060852205
"Z23058",7.11512447563909e-07
"Z23059",-0.600626559976475
"Z23060",-0.542259609518709
"Z23061",-5.27932016605122e-05
"Z23062",-1.94258848898747
"Z23063",0.00284145180070757
"Z23064",-2.28890993695024
"Z23065",-0.198938345537291
"Z23066",-0.199357292713036
"Z23067",0.99998143072635
"Z23068",-0.200000228636638
"Z23069",-1.20144003398161
"Z23070",0.400001145526519
"Z23071",-3.55903451875691
"Z23072",0.162665111705393
"Z23073",0.399999997691603
"Z23074",-0.199999973357309
"Z23075",-1.20976376209142
"Z23076",0.800000354727628
"Z23077",-0.39999799230914
"Z23078",-1.83302279362448
"Z23079",1.38914123923557
"Z23080",1.15674096101673e-10
"Z23081",0.600379300428237
"Z23083",2.25955692937967e-06
"Z23084",0.199859271300859
"Z23085",0.200873145771752
"Z23086",-0.862858979321531
"Z23087",-0.600024492552276
"Z23088",-0.613173650298452
"Z23089",-3.0425475384607
"Z23090",-0.996472180699073
"Z23091",5.01354719060657e-10
"Z23092",-0.39992602135101
"Z23093",-0.199997990561623
"Z23094",-0.400914916411206
"Z23095",0.999643156291025
"Z23096",-0.484447433660288
"Z23097",-1.44850860991359
"Z23098",-0.610418929148608
"Z23099",-0.199996263570222
"Z23100",0.399999999743593
"Z23101",0.804299140198999
"Z23102",-1.17795439023588
"Z23103",-0.600030899949839
"Z23104",-0.0106349321112807
"Z23105",-0.181944235878844
"Z23106",-1.6853642327008
"Z23107",-0.802435489648818
"Z23108",-1.60063833469772
"Z23109",-1.64449592862
"Z23110",-0.199999925857072
"Z23111",0.40000396408922
"Z23112",1.42306932583207
"Z23113",-1.71843129326544
"Z23114",-0.980225631273924
"Z23115",1.80697721922137
"Z23116",-1.01388016672074
"Z23117",0.600000014118803
"Z23119",3.17461981599088
"Z23120",-2.05284222830612
"Z23121",-1.54403967086934
"Z23122",0.885907495089898
"Z23123",-0.191684514352728
"Z23124",-2.78956181753084
"Z24001",-0.400004073103624
"Z24002",-0.800392628680058
"Z24003",0.79999999184996
"Z24004",0.199940364123194
"Z24005",1.00689751211542
"Z24006",-0.612985499999879
"Z24007",0.600000641301315
"Z24008",-1.19901065882568
"Z24009",0.601424045750065
"Z24010",-1.00139997304813
"Z24011",-2.07577866957666
"Z24012",-0.199998910922085
"Z24013",-0.399963020876175
"Z24014",2.07212257256031e-09
"Z24015",-0.399999570397504
"Z24016",0.600003489245237
"Z24017",-0.975284756219158
"Z24018",0.800000181680153
"Z24019",-0.600316145803293
"Z24020",-0.399994010027123
"Z24021",0.899008262130998
"Z24022",0.599999518237437
"Z24023",-0.600192887833508
"Z24024",0.00175274511324049
"Z24025",-4.9276125518221e-09
"Z24026",0.200000000848515
"Z24027",-1.20016439256729
"Z24028",0.600005537508675
"Z24029",-1.26900551174066
"Z24030",0.600000005637522
"Z24031",-3.71496136618671
"Z24032",-0.800435455620731
"Z24033",0.600000067729329
"Z24034",-0.797158595048622
"Z24035",-1.56516173656713
"Z24036",1.09573530644193e-08
"Z24037",0.746439484107211
"Z24038",2.61281176872285e-07
"Z24039",-0.402217439969081
"Z24040",-1.01682157499622
"Z24041",-1.01780909974858
"Z24042",-0.39998652281647
"Z24043",-0.670883108366109
"Z24044",-1.14952599555731
"Z24045",-0.201086082678761
"Z24046",0.895945963083431
"Z24047",-0.799857976146803
"Z24048",-3.9604776050909
"Z24049",-3.38668265900611e-05
"Z24050",5.76521561809038e-06
"Z24052",0.40000000071309
"Z24053",-1.16045811926955
"Z24054",0.599984087475987
"Z24055",-1.84017105795459
"Z24056",0.200000002106699
"Z24057",-0.39175641233766
"Z24058",-1.18827174742523
"Z24059",-1.78202456579354
"Z24060",-1.93933206048384
"Z24061",0.199994971349015
"Z24062",1.59991808590952
"Z24063",-1.00540662267168
"Z24064",-0.800281104169719
"Z24065",-0.678629956131301
"Z24066",-1.57804787950219
"Z24067",-2.60042834756704
"Z24068",0.200046465643484
"Z24069",-0.599899783863054
"Z24070",-2.81803949241061
"Z24071",-1.25132398158337
"Z24072",1.97379544253064
"Z24073",-0.200000023943591
"Z24074",-3.12911050009623
"Z24075",0.799849862893083
"Z24076",0.600268146940729
"Z24077",0.0389517824108368
"Z24078",-1.88910120037267
"Z24079",-0.186364723980823
"Z24080",-1.34641450080517
"Z24081",-2.81464933276225
"Z24082",0.399977878507408
"Z24083",-1.55056058020431
"Z24084",0.799864457291775
"Z24085",-0.217707312723628
"Z24086",0.799999728482077
"Z24087",-0.200215317100961
"Z24088",-0.399998643884153
"Z24089",-0.400530880894758
"Z24090",-0.399999405913875
"Z24092",-1.32671605521126
"Z24093",-1.47002453194507
"Z24094",-1.10853389879072
"Z24095",-0.199999094338478
"Z24096",-2.29223622419733
"Z24097",-1.08581850810826
"Z24098",-0.975527611100658
"Z24099",-0.400001352756372
"Z24100",-2.23782063816707
"Z24101",1.59770974905908
"Z24102",-2.69979615458323
"Z24103",0.400000137637436
"Z24105",0.396557622813115
"Z24106",-0.600028893854079
"Z24107",-0.825140393354003
"Z24108",-0.222809929124549
"Z24109",-0.399593605166661
"Z24110",-0.975511382258005
"Z24111",-1.24372280607153
"Z24112",0.171857515389992
"Z24113",-0.400004751798853
"Z25001",-0.754211617802054
"Z25002",-0.792963934657988
"Z25003",-2.07196242245379
"Z25004",-0.400178051688823
"Z25005",0.199999999413938
"Z25006",-0.400000169787719
"Z25007",1.19944733510549
"Z25008",-0.200004886002771
"Z25009",-1.84881674405154
"Z25010",0.791919205735768
"Z25011",-1.57799328229961
"Z25012",-0.0344332204293168
"Z25013",0.200000001466482
"Z25014",-2.44843382079997
"Z25015",1.41336914785472
"Z25016",0.999733188934871
"Z25017",-2.20523618592277
"Z25018",0.173468586868961
"Z25019",-0.399931944058854
"Z25020",-0.601403519970246
"Z25021",-1.11408056902043
"Z25022",-0.885325540641615
"Z25023",-0.576233310952126
"Z25024",-0.400032478828609
"Z25025",0.800000710976943
"Z25026",0.200091434425959
"Z25027",-0.804188616424199
"Z25028",-0.399979791091642
"Z25029",-0.90883206645084
"Z25030",0.600000006251968
"Z25031",0.999986961452141
"Z25032",0.895227712990979
"Z25033",2.20199794450061
"Z25034",-2.25523826087547
"Z25035",1.69099793420646
"Z25036",2.11692859777103
"Z25037",-0.834516045234133
"Z25038",0.399957682711175
"Z25039",-0.592305265873919
"Z25040",-1.07432455963742
"Z25041",0.876742099868945
"Z25042",-0.400002506448982
"Z25043",-1.15339710669858
"Z25044",1.19912027583987
"Z25045",0.400000220896526
"Z25046",-0.88196315499456
"Z25047",-0.412496870634926
"Z25048",0.997710296340531
"Z25049",2.30704452388267
"Z25050",-0.201442748733076
"Z25051",-1.18607192110947
"Z25052",-0.80567796577438
"Z25053",-0.799911551507114
"Z25054",1.77210927435715
"Z25055",0.400228505557499
"Z25057",3.17461981599088
"Z25058",-0.400012094459573
"Z25059",0.200000000280124
"Z25060",0.802226847581744
"Z25061",0.800022395451425
"Z25062",-0.405525190782898
"Z25063",1.8896809176672
"Z25064",0.398001261135437
"Z25065",-1.50939342750147
"Z25066",-0.411621273512758
"Z25067",0.400000841226578
"Z25068",0.00356506155362882
"Z25069",-0.400087436418476
"Z25070",-0.199999970044133
"Z25071",-0.599896001651497
"Z25072",-1.27750381891579e-08
"Z25073",0.199969052535774
"Z25074",-1.41829389325617
"Z25075",-0.805290482985669
"Z25076",-4.08191730270862e-08
"Z25077",1.00011472221243
"Z25078",0.400000000214604
"Z25079",-0.000741321103376458
"Z25080",-0.861690228931156
"Z25081",3.43036811000841e-05
"Z25082",-1.73550379709527
"Z25083",-3.15169287141785
"Z25084",-0.799784514340288
"Z25085",-0.99245801236367
"Z25086",-1.27689749422042
"Z25087",0.40000001179324
"Z25088",-0.389771348154716
"Z25089",0.525390768349248
"Z25090",-0.599817491474302
"Z25091",-0.400212887347256
"Z25092",0.399971247067845
"Z25093",-0.787855352128865
"Z25094",-0.399974790396418
"Z25095",-0.502385339313841
"Z25096",-2.61564030875281
"Z25097",-0.805703870574456
"Z25098",0.199999999985029
"Z25099",1.56119323037284
"Z25100",1.00029493290861
"Z25101",0.906213720770799
"Z25102",-3.64330856109009
"Z25103",-1.3057531054907
"Z25104",-0.778793863657355
"Z25105",-2.72188562498822
"Z25106",3.19448521463364e-07
"Z25107",-0.200112873220748
"Z25108",1.51788128537491e-09
"Z25109",-0.20000152808321
"Z25110",-0.19999929991562
"Z25111",0.600000406085767
"Z25112",2.66695724970992e-07
"Z25113",-1.61862144704951
"Z25114",-0.204030649351645
"Z25115",0.836073651868084
"Z25116",-0.347572481431321
"Z25117",0.400000000459636
"Z25118",0.599297280983777
"Z25119",-0.200100661484264
"Z25120",0.199999997139797
