"item","S_X2","df.S_X2","RMSEA.S_X2","p.S_X2"
562,290.25222484683,280,0.00399341186215726,0.324141142679739
563,232.782677934553,240,0,0.618778207300093
564,225.270095797211,221,0.00290092653406471,0.407694178362842
565,230.647556825677,229,0.0017701762854355,0.457021400223992
566,218.988950068079,212,0.00378923985487383,0.356418230825385
567,141.205066225515,154,0,0.761774004823938
568,113.143903791494,130,0,0.853711820800568
569,157.873930040663,159,0,0.510322841361122
570,132.561161608769,134,0,0.518916107424159
571,115.884603427875,127,0,0.750713467620145
572,188.182277207448,202,0,0.748705133969196
573,188.21407839211,204,0,0.779174869104477
574,195.103046198694,176,0.00687557521254913,0.15415854129583
575,168.101569968598,200,0,0.951016621350537
576,205.107322823457,180,0.00779431599599192,0.0966176034177508
577,188.698069320421,204,0,0.771607348222685
578,210.609332566189,189,0.00705673538882592,0.134426923348314
579,152.252150559237,176,0,0.90176680231964
580,155.105291993664,153,0.0024480738348453,0.437274430162073
581,178.117816590511,187,0,0.667182802824802
582,210.423861724518,185,0.00773657879105736,0.0968180422271444
583,273.712811308952,259,0.0049740713274535,0.253423784167661
584,167.208992905945,161,0.00409837507789577,0.352452290962632
585,232.686922577971,241,0,0.637818488496398
586,163.179003567707,161,0.00242789606248358,0.437224916809103
587,217.379294308525,237,0,0.815009635857615
588,241.697607351011,234,0.00378515794817618,0.350958875145119
589,229.255672934062,187,0.00992055035948171,0.0190830410323829
590,139.410348466105,175,0,0.977936298739225
591,145.563172902357,151,0,0.609570277914719
592,275.577169652457,240,0.00803515270277954,0.0570534740382806
593,206.12956754482,178,0.00829632171396282,0.0730066902850069
594,296.460839437179,252,0.00876602322163046,0.0284584255367535
595,229.033146485845,238,0,0.650108466957441
596,218.919927132849,215,0.00281795351819866,0.41293282859393
597,151.23135215757,128,0.00889091211646119,0.0787584824213625
598,77.4084781947132,91,0,0.844332347383826
599,119.198061677404,115,0.00398739762090099,0.375485763950666
600,134.383113419741,158,0,0.913589208339033
601,265.764044901502,255,0.00428777233926486,0.308707478336523
602,326.601651069422,289,0.00752780904980406,0.0632115102660203
603,258.328838415621,252,0.00330731675911667,0.378576106684233
604,218.474713506489,238,0,0.813234521840609
605,221.246161820386,198,0.00715084050269001,0.12332246813902
606,215.574713285464,194,0.00695962291897375,0.137705948778355
607,165.765360605916,163,0.00271829221807999,0.424974408781654
608,170.482448133004,131,0.011457251515941,0.0115990692114262
609,271.689367127751,234,0.00837559274219749,0.045802092901952
610,230.916819607994,222,0.00418256367427924,0.326651661250187
611,209.649563408327,191,0.00652126290505748,0.168868963140667
612,201.48621400842,197,0.00314935007545092,0.398261286935794
613,196.085729468408,207,0,0.696100233447962
614,114.945387343679,132,0,0.854763658739175
615,149.974825957571,127,0.00887642959478246,0.0801523243262014
616,137.051013813706,131,0.00448531018619363,0.34116964613951
617,193.844253819863,165,0.00872572939340912,0.0617894436720258
618,285.854391636232,249,0.00802895470535367,0.0541460242658666
619,194.029166164377,213,0,0.82000542456596
620,269.294768766327,270,0,0.500668098552707
621,170.177504080771,173,0,0.54644017363904
622,352.933783460881,312,0.00755923253232911,0.0549724475635379
623,204.738784179541,190,0.00581256854567398,0.220245290042185
624,246.631259856821,240,0.00346901726006354,0.370588023893346
625,138.379881994131,143,0,0.593536273743205
626,206.327348299336,213,0,0.615750017448036
627,296.813727560918,268,0.00684299754019415,0.109139740990452
628,187.155615782449,184,0.00273304766757085,0.421413444884922
629,282.711893747532,237,0.00916546475932458,0.0223110246374106
630,146.378259501102,166,0,0.861156660918025
631,229.195431419863,218,0.00472940197393767,0.288063335365336
632,161.505192616456,170,0,0.667232105150565
633,207.394519189753,214,0,0.614213578821473
634,178.143542152335,185,0,0.627854433794757
635,220.555964646102,222,0,0.514764450568122
636,210.194438571229,197,0.00540102767753827,0.247034694662967
637,181.639561278522,154,0.00884136398852529,0.0633891195275384
638,203.446627405169,204,0,0.49776621649804
639,246.19739239528,225,0.0064056619958043,0.158488903637216
640,233.227051660355,219,0.00531923839760139,0.242807335493304
641,146.202667063847,146,0.000777551597684579,0.47971188470613
642,193.03037310456,172,0.00729748689120261,0.130017181376785
643,151.764624904692,142,0.00547264993067714,0.272256666813862
644,131.784835256954,127,0.00405084562111143,0.367585851015397
645,103.080097928848,128,0,0.948393390351886
646,177.495009417274,157,0.00754029423382342,0.125684889435687
647,223.680795310737,224,0,0.49344992308514
648,229.201441320831,211,0.00612950947113385,0.185661451929144
649,237.097074039207,212,0.00718054938770369,0.113933427454527
650,196.769048562131,224,0,0.905051054238921
651,178.879604276264,199,0,0.843986205904436
652,413.440387062288,326,0.0108083971380974,0.000725511665153797
653,156.807967174829,203,0,0.993054865590071
654,191.721703193979,215,0,0.87147800345506
655,164.630174828035,200,0,0.967927187015331
656,145.75186871129,149,0,0.559949908015972
657,241.389958378621,249,0,0.623465382576747
658,213.06620422461,212,0.0014800157162067,0.466503216432475
659,221.259018190793,215,0.00356080290069704,0.370308687490895
660,256.373389358897,227,0.00750720301637532,0.0878376637297459
661,220.352366520709,209,0.00486389417377291,0.281636754871429
662,376.509424325576,362,0.00417815804464756,0.288799241713759
663,144.488731263133,183,0,0.983785158768177
664,241.900113415584,230,0.00474707059614467,0.282134080506664
665,308.078129262004,266,0.008300446439449,0.0388093633863327
666,335.250640555761,311,0.00582767697277596,0.164843475491276
667,231.887789232601,212,0.00639203849887595,0.16619166896656
668,173.838937809303,178,0,0.574117201383916
669,198.524420814157,181,0.0064937655875573,0.176785452469916
670,144.485122078248,135,0.00553182759361796,0.272719193714616
