"item","S_X2","df.S_X2","RMSEA.S_X2","p.S_X2"
111,162.228485248863,173,0,0.710728927692449
112,183.139460201235,196,0,0.735804586844671
113,179.14954741879,170,0.00484160554336301,0.300286312008589
114,197.183398218878,193,0.00307255741631619,0.403115901838218
115,171.395393192121,194,0,0.87723010943151
116,188.59726522697,191,0,0.535578201920159
117,168.21572447124,191,0,0.881228102176934
118,230.980949320775,209,0.00676805902467265,0.141876459478568
119,203.061024224271,200,0.00258185853984186,0.426388504611531
120,198.549720927832,181,0.00649845144149636,0.176461304383825
121,178.140366014829,182,0,0.566996935614267
122,185.663273495323,174,0.00540318283749766,0.25871205351097
123,180.002891942734,196,0,0.787318870565956
124,239.037152101271,214,0.00713837954167562,0.115472386982411
125,230.037233979533,207,0.00696216083843458,0.13024633125712
126,194.519195658867,200,0,0.596061701099565
127,162.826636965141,195,0,0.95489215063258
128,236.832438526092,231,0.0033161422601559,0.382066913564075
129,235.94785492161,212,0.00701422086522928,0.124253183926368
130,231.780062923409,206,0.00738282262508749,0.105067741240776
131,170.146208837668,177,0,0.63063202499071
132,210.414236097293,182,0.00824605745619599,0.0731538809708267
133,182.328992531701,197,0,0.765619289520287
134,157.4043075593,177,0,0.852414270675173
135,189.068459241341,159,0.00907551091249803,0.0518598815905548
136,160.784455822503,141,0.00781747599779967,0.121721516655448
137,197.09215243249,190,0.00403205352190953,0.346978103184078
138,205.271671794776,208,0,0.540473743225689
139,230.034926501937,226,0.00278854497047446,0.412940718874852
140,148.114166827948,167,0,0.850431937688672
141,135.942840136825,146,0,0.713412003252955
142,152.988633471706,163,0,0.701641890932217
143,164.503084780752,162,0.0025941454976945,0.430401911101439
144,244.886199576042,226,0.00603298333846669,0.185158798436262
145,149.025283186727,174,0,0.915062965472926
146,149.135826750968,154,0,0.595623701274166
147,210.821864604172,216,0,0.586677177233542
148,143.477322918181,136,0.00489347836174384,0.313631775067449
149,183.845024187332,226,0,0.981675231524312
150,134.600587612913,155,0,0.880088078088751
151,296.06807181161,297,0,0.504353293383147
152,155.273817867405,160,0,0.590751040496823
153,160.009776688279,156,0.00334589148965002,0.396365232858675
154,169.234733436852,171,0,0.52380063192766
155,125.650075357135,132,0,0.639097485870784
156,188.596729177187,192,0,0.555918743011711
157,129.077433811544,144,0,0.80840341355141
158,195.372059359065,200,0,0.579181634565332
159,195.97994314664,200,0,0.567089153866518
160,205.92425104684,191,0.00583369403365604,0.218147665132388
161,177.567677886979,167,0.00524983442186468,0.273330033701474
162,195.124098299825,185,0.00488209662482724,0.290634132257617
163,157.039616469708,146,0.00573871455138219,0.251674222604694
164,169.709037425912,175,0,0.59869870609497
165,267.113296173635,227,0.00877294293843033,0.0349338333106977
166,221.231873925472,201,0.00662116002649474,0.156232243448552
167,209.405028164015,204,0.00339701883664644,0.382774563284621
168,167.030475615356,180,0,0.747082374386338
169,208.349689364302,189,0.00667759622107675,0.159337118525736
170,190.86069960759,185,0.00371452191496585,0.368397403062561
171,151.717474124775,167,0,0.795714425208857
172,147.545785959615,156,0,0.673510855860097
173,192.991978403566,200,0,0.625947814567453
174,144.195311477524,170,0,0.925156490188531
175,156.37968703865,177,0,0.865607893388137
176,234.09413818273,212,0.00673728098806259,0.142323901799749
177,150.014035914841,167,0,0.82281527583006
178,229.28873654289,220,0.00428825932114699,0.319742569085543
179,146.628427881453,132,0.00694745784054429,0.181480885100378
180,155.348934349401,156,0,0.499658292394478
181,191.502549347681,204,0,0.725292846480292
182,198.276071795278,198,0.000779278120220809,0.481108305111815
183,122.049550380779,131,0,0.700083311223321
184,190.514880908114,179,0.00529318737505418,0.264001212470231
185,169.562214621412,163,0.00418740985692336,0.346239377486728
186,192.07470856497,201,0,0.662222091172404
187,170.647585890727,189,0,0.82684535578365
188,117.852715673252,129,0,0.749601216390283
189,123.670921251333,119,0.00413467949364529,0.366179477774773
190,114.547665635174,117,0,0.546876019787302
191,162.438696717144,159,0.00306910984965989,0.409516492800224
192,159.307764995599,156,0.00303891870602948,0.411516435125803
193,190.856520026929,219,0,0.915415800337529
194,154.581937009671,170,0,0.795717645393599
195,185.405080570038,181,0.00325575486952477,0.395638812053273
196,139.929168300166,154,0,0.785023782629296
197,145.590250458957,137,0.00522584696695459,0.291649485418604
198,201.50128198724,197,0.00315463454921329,0.39797282329217
199,146.518909790949,172,0,0.920997966707693
200,205.024079328359,196,0.00447803490721669,0.314716637739347
201,143.438204170732,151,0,0.656922666228878
202,122.055091263899,141,0,0.873454857650057
203,139.790809177908,154,0,0.787471530082088
204,304.341709880706,235,0.0113364584423617,0.00154309091567789
205,215.747775915556,215,0.00123078038086093,0.472826497090503
206,156.753383034236,149,0.00476065318049342,0.31559736866346
207,155.637894339965,168,0,0.743795273119177
208,197.259551615227,189,0.00436276069464071,0.325286831585795
209,174.859466690788,185,0,0.69227368063652
210,159.482436258611,168,0,0.668664679088934
211,191.726237735808,191,0.00128687623341165,0.471612139129847
212,162.093647690436,161,0.00172004512309895,0.460985555379837
213,125.122953778707,142,0,0.842350614418931
214,155.725734903452,155,0.0014280296157212,0.4685099891159
215,141.072924514969,154,0,0.764237401919987
216,129.576505759189,144,0,0.799668404910077
217,196.22897963191,200,0,0.562123526884762
218,176.621314538054,168,0.00472765920049509,0.308979323484593
219,129.012051859636,143,0,0.792744445453169
220,127.837848186579,141,0,0.779223605928694
221,124.227123057055,159,0,0.981026997326141
222,157.548156402839,165,0,0.647917620030374
223,202.221721373419,188,0.00573999106587987,0.226660879116576
224,182.767328697715,149,0.0099350321448384,0.0312186851948661
225,192.995041690441,197,0,0.567297949190091
226,142.931822952017,140,0.00302008322121603,0.415356505921296
227,202.150649428837,175,0.00822025225343464,0.0781607690754422
228,164.424211722313,155,0.00514601118955917,0.28689858004279
229,166.086811807459,155,0.0055815079400906,0.256901559248391
230,156.95521448179,153,0.00335547001570519,0.396573426983932
231,177.597507465215,178,0,0.494414487079383
232,224.397215516567,225,0,0.498803281975866
233,198.349674883475,190,0.00437493938641183,0.324088768595779
234,159.37617117213,174,0,0.779652831076294
235,218.289523543701,206,0.0050973912710405,0.265488486607201
236,167.561077035651,175,0,0.643426513603786
237,190.420694221704,194,0,0.559197902994745
238,181.381664551486,175,0.00398530918210483,0.354726231846655
239,154.786713373348,156,0,0.512400752619891
240,172.927909577458,169,0.00318164299326869,0.401982291513741
241,184.908501268474,200,0,0.77061705775956
242,177.905959439665,186,0,0.652176122660882
243,194.583799005941,175,0.0069814158137453,0.147909876915655
244,181.092758610797,188,0,0.627854555696118
245,191.308713741389,174,0.00658221148120995,0.175098099890008
246,179.282916558104,166,0.00590346151436085,0.227600768203342
247,222.288011110113,216,0.00356076926580389,0.37007664807506
248,191.952266177436,180,0.00537777878756187,0.257372032128486
249,157.80053994072,151,0.00442891435704372,0.335843152977083
250,135.491550787029,149,0,0.778927345629689
251,231.331668155831,230,0.00158799140479245,0.462933929885295
252,217.423832463089,185,0.00873696039990977,0.0515159307941092
253,167.293640406815,192,0,0.900590451477398
254,158.695656385145,169,0,0.703964448874556
255,166.899287327421,187,0,0.851838025650211
256,201.777122078757,197,0.00324985597734952,0.392704631176918
257,204.067967813875,175,0.00850554935734727,0.065473662829977
258,255.731988871026,213,0.00934761484747522,0.0239667329921142
259,176.265373637944,161,0.00642620890241766,0.194318211203494
260,203.000265750612,181,0.00727593371887359,0.125643179470239
261,176.839182901675,181,0,0.573491458784186
262,157.936156160694,162,0,0.575564501774537
263,135.716110696984,130,0.00437615501351402,0.348030719748405
264,213.315110110303,211,0.0021860427780264,0.442466410143524
265,179.887458573554,143,0.0105995006735805,0.019877637253481
266,155.547069180075,143,0.00618183181999469,0.223500178061177
267,193.512664056932,176,0.00658315123999029,0.173760851443016
268,174.568901109878,187,0,0.733339182312072
269,167.507621868996,179,0,0.720881967976883
270,157.503033685733,173,0,0.794819975221702
271,167.861255982411,165,0.00274821333692859,0.423376743925901
272,148.921902835047,151,0,0.532563498658528
273,185.667505157054,185,0.00125358996404064,0.472368560090296
274,168.540041735266,161,0.00451635420411136,0.326058081696093
275,237.883951841908,197,0.00950730396066143,0.0246860592240039
276,159.240271383599,176,0,0.812596609342856
277,163.087569915796,160,0.00289909513500283,0.417332651003969
278,150.363731545787,152,0,0.522290441650199
279,176.596555309302,186,0,0.677705244316742
280,153.614850239067,163,0,0.688995965749901
281,178.466614320186,192,0,0.749627382317716
282,188.007846316744,187,0.00153211163746889,0.465539618629493
283,201.837607974227,203,0,0.509848607367952
284,175.157519674569,194,0,0.830286707337157
285,171.794506256049,201,0,0.933214480819567
286,165.88321113765,169,0,0.55340007711808
287,182.334529115232,161,0.0075970091767841,0.119617805199564
288,197.656105339683,171,0.00823975599238935,0.0795265619347437
289,181.827901063348,180,0.00210307203409979,0.447835910713059
290,136.074262056387,151,0,0.802401790869155
291,162.396092932511,155,0.00455878791986171,0.325888090230212
292,192.103367079431,171,0.00733148380520114,0.128604423670318
293,204.057303572933,211,0,0.621413308626882
294,133.472852514706,143,0,0.704267960620044
295,172.769477908944,183,0,0.694988233166566
296,173.08284860424,192,0,0.832654094866957
297,130.981077069943,160,0,0.954895740523962
298,167.593903184313,164,0.003089408384581,0.407584335926995
299,189.828805090911,199,0,0.667642860667102
300,195.990068423343,172,0.00779409290069589,0.101448808110145
301,193.59710870796,188,0.00360094928139324,0.374431824366662
302,209.712821533164,212,0,0.531509338116534
303,138.066689816006,150,0,0.748371724826083
304,173.771438763344,179,0,0.596285894373031
305,178.87833647167,171,0.00447953841599494,0.324352263620235
306,142.910007370863,159,0,0.815121804696037
307,190.342884293866,170,0.00721931284125034,0.136124778467592
308,151.757027681503,141,0.00576435401461598,0.253205331554638
309,165.460209859605,175,0,0.685695739411164
310,157.633349626926,159,0,0.515728512847843
311,160.955444060879,162,0,0.508412346325739
312,209.194378578267,175,0.00922512780518884,0.0395629943725614
313,221.336740945322,186,0.0090964268696401,0.0390743220288058
314,155.971704619648,132,0.00889357867625755,0.0756557159930742
315,260.950242308884,216,0.00952035627728534,0.0196924194438224
316,202.332024825503,184,0.00658734432618329,0.168503983223561
317,227.074025631435,222,0.00315510559859964,0.393357909100559
318,246.975835407947,231,0.00548832545562148,0.224334472072129
319,206.975439674086,192,0.00582845214195161,0.217985551743369
320,218.19957222976,228,0,0.667984145114985
321,246.702309490863,225,0.00648150373087619,0.153133257701747
322,181.543078706755,196,0,0.762714124373567
323,172.92078945617,175,0,0.530251370024818
324,232.640364416141,223,0.00433918685404274,0.315070001926159
325,199.561401092028,213,0,0.736581618409491
326,150.642968343222,185,0,0.969620958187715
327,148.125967225927,164,0,0.807675432989234
328,182.912687297376,192,0,0.668978702494134
329,169.383519254882,195,0,0.907345474572659
330,256.691492347749,254,0.00214829429198064,0.440952556200687
331,60.5126906305076,65,0,0.634632148470113
332,296.372717734158,275,0.00581805183617741,0.179572845799237
333,188.950499593723,187,0.00213140601453326,0.446321395348858
334,168.6968092098,156,0.00595386599680348,0.230349862711888
335,188.582762816179,200,0,0.708359587409519
336,148.682626685034,160,0,0.729307969879404
337,149.286509724148,153,0,0.569785483414113
338,183.20822385085,201,0,0.810972680305843
339,221.685212533718,185,0.00929338038850153,0.0337694307315667
340,182.217911322351,189,0,0.625020412240653
341,161.840004760959,174,0,0.736215149515226
342,166.682846053924,184,0,0.815316904870734
343,318.586245165589,304,0.00457139786143282,0.271169335670691
344,178.349197364826,174,0.00329946854250307,0.394773097692027
345,159.577041919436,166,0,0.625682455784232
346,150.064266770832,181,0,0.954820015349374
347,200.073405851373,197,0.00260669909969546,0.425599447299197
348,179.104898936176,177,0.00227584693286589,0.441628652790312
349,71.2012575928232,71,0.00111112014286268,0.470965557031927
350,159.230440133032,155,0.00344779142991011,0.391307978381851
351,170.534027165225,174,0,0.560105732916169
352,201.93444142242,179,0.00747018962587907,0.115304387019967
353,241.769764879457,246,0,0.564234155201059
354,214.380575506649,205,0.00446428456009298,0.312350594460067
355,81.6295597140202,82,0,0.490770294604213
356,225.779224919557,219,0.00367182540414917,0.362261346841796
357,206.056303870065,225,0,0.812655533524351
358,201.350859856577,199,0.00226830207430221,0.440078815127318
359,205.075416710008,211,0,0.602032650063704
360,209.38178198371,227,0,0.793257969114574
361,217.330805639177,212,0.00330934886399734,0.386266037187969
362,216.483910870458,185,0.0086093929642932,0.0563274884704109
363,190.682325456584,194,0,0.553890753355465
364,199.596822524798,192,0.00415125521419302,0.338487672728981
365,250.982340523088,260,0,0.644603452495104
366,62.9944466349578,73,0,0.791999354049764
367,112.859961276334,111,0.00270149718901163,0.432960120845197
368,112.213919498717,95,0.00888366430919106,0.10968822156638
369,182.8392575597,185,0,0.531114151884989
370,168.369358874222,181,0,0.740438460691075
371,204.042495310617,181,0.00744628277367279,0.115479321269761
372,127.672031879082,147,0,0.873162960595642
373,215.047313717814,198,0.00612363701784957,0.193103861920059
374,356.654077347092,328,0.00616836906848953,0.132727642209079
375,256.701944716508,275,0,0.779245832514476
376,309.914083125288,316,0,0.585931364899214
377,294.431677556151,266,0.00682298603519707,0.111239824792527
378,170.978883917594,189,0,0.822137889723517
379,172.474939893483,186,0,0.753078787543461
380,213.662668009959,198,0.00586967877071463,0.211702799908796
381,413.644544320794,392,0.0049039411320961,0.216831760977008
382,145.438075800638,149,0,0.567217885525391
383,224.177152485089,213,0.00478068186753226,0.286203282760851
384,203.41801204701,172,0.0089194728036547,0.0509192521154792
385,157.528550619288,155,0.0026655328256674,0.428316004992437
386,170.396416647439,178,0,0.64557630401955
387,159.502157031503,163,0,0.562823008700584
388,197.438861189834,200,0,0.537934201439308
389,169.600907591137,179,0,0.680939735541788
390,169.998526371576,167,0.00279646738749042,0.420922187162384
391,212.65703524558,209,0.00276061274117284,0.416675152366196
392,324.826973692118,252,0.0112191490914849,0.00133007758850764
393,182.053958961736,190,0,0.647700625983842
394,151.180702788384,180,0,0.942125008084429
395,195.167050334597,183,0.00538122517922782,0.255565667172823
396,157.258593878221,164,0,0.633263494599131
397,168.541298868395,176,0,0.643428767489443
398,210.189917669488,185,0.00770090149063429,0.0987459797657271
399,180.580892571688,182,0,0.515794342000214
400,182.5086210645,167,0.0063597847189737,0.194928323554722
401,185.965447818092,179,0.00411682175785772,0.345095124346206
402,231.747792124544,224,0.00388131623582766,0.347039495347148
403,236.928627068975,232,0.00304181673332505,0.398162343084972
404,162.488947267442,171,0,0.667085383868081
405,176.816498791839,168,0.00478087615138984,0.305362839248452
406,146.876223841724,144,0.00294947115370091,0.417770827764195
407,219.28719786245,188,0.0085137024527373,0.0587049085382776
408,198.146862488921,209,0,0.694120195659542
409,201.289711156363,162,0.0102777007609731,0.0195061395415367
410,245.100569467812,229,0.00553371687750256,0.221728846695684
411,269.899417546376,224,0.00944699392775532,0.0193697243722401
412,240.820833973664,224,0.00571891723060447,0.209845637247048
413,142.55400441424,157,0,0.789227228371753
414,181.178330588401,182,0,0.503258121061704
415,206.479600755539,203,0.00273231488094132,0.418879932181957
416,149.43583009194,155,0,0.610988431719071
417,280.886439511923,223,0.0106328587710637,0.0051548605557322
418,156.883656489265,177,0,0.859215961679165
419,208.922797290205,172,0.00966934670624348,0.0287696132744862
420,207.866194380747,201,0.00385721703809361,0.355022447194203
421,172.649924245193,171,0.00204997235857628,0.450276507358579
422,207.778033077036,204,0.00284008836307026,0.413379453808814
423,181.352121045773,217,0,0.962669035113123
424,140.189208338092,149,0,0.685094479846629
425,269.331228820734,247,0.0062751179342001,0.157271728616009
426,145.080497899324,146,0,0.50593452163024
427,222.924260240246,228,0,0.582462051476556
428,159.819046643543,148,0.00589758791666871,0.239472911992061
429,252.528985586165,246,0.00339992517683093,0.37380947085438
430,199.967995080223,195,0.00333109739632543,0.388529281870313
431,255.507498305268,227,0.00739572379079284,0.0939743608083727
432,216.09448483993,203,0.00530041955755968,0.251646267692549
433,205.748725110934,197,0.00439798081523608,0.3199403341343
434,176.365475581034,166,0.0052150038159698,0.2763015009912
435,176.743260420903,168,0.00476097744879104,0.306717330731669
436,184.971023654048,179,0.00381164054943769,0.364189291161554
437,159.438940465067,167,0,0.649328679807583
438,157.215326250935,175,0,0.828672731412025
439,264.650683118029,236,0.00727152576539031,0.0969258933519011
440,175.908462617774,177,0,0.509044643824367
441,161.022388154867,154,0.00445652259923642,0.332845645638817
442,166.561300279605,152,0.00645940243819653,0.198266612906282
443,210.973043484823,184,0.00799042947879659,0.0842480199276608
444,190.376191114928,186,0.00320114779747408,0.397568319609383
445,172.396874522464,144,0.00926761712316594,0.0533569425788349
446,153.327109969291,176,0,0.890409490565018
447,178.389399181374,158,0.007497003764509,0.12752016385393
448,206.204273103628,224,0,0.797410981704167
449,224.250780559397,208,0.00583336972862656,0.209144491732147
450,209.020600827667,193,0.00601277293323413,0.203945664988512
451,195.567759484433,194,0.00187608672988424,0.454932803693723
452,208.510724864769,189,0.00670532539967471,0.157461561771296
453,197.224315674344,179,0.00665906351678818,0.166705736422861
454,182.010482116205,183,0,0.506759511518136
455,207.490307644949,178,0.00849461516370937,0.0643769964091922
456,185.26435859107,148,0.0104720094542851,0.0204304240361947
457,129.24989080436,141,0,0.751796239893124
458,224.79315722194,194,0.00831457974287092,0.0641419797422323
459,173.256789162164,173,0.000804043141451621,0.480203056166762
460,158.601750060287,147,0.00586296286323369,0.242510920135827
461,190.247414844162,154,0.0101249343711769,0.0250094134080846
462,175.245241826787,178,0,0.544339892238242
463,337.543302864942,280,0.00946089963628181,0.0104359757762534
464,137.154047058643,136,0.00192245579835727,0.456131019043159
465,194.100835144246,192,0.00218302862670714,0.444007037481791
466,130.909749857653,147,0,0.825298596263585
467,188.698928692799,163,0.00828662652124635,0.0820812428106031
468,204.039187847243,206,0,0.525527803842724
469,142.506929509861,136,0.00456491457636204,0.334072051640531
470,178.816578232304,162,0.00672396380340754,0.173482707808058
471,145.235921865986,162,0,0.823341927705843
472,161.522287121517,150,0.00578412640240644,0.245980645717104
473,153.755377936397,148,0.00411547648179763,0.356092978185051
474,163.542236676593,142,0.00812859119479775,0.10420864365803
475,123.210482977235,143,0,0.882795127817728
476,145.579649498679,154,0,0.673880576448582
477,191.878745580659,205,0,0.735413020381122
478,193.315733686963,187,0.00383535138783028,0.360411755503999
479,175.750302207321,183,0,0.636492176978994
480,182.587702805689,207,0,0.888273039267069
481,187.117354110412,174,0.0057301046726463,0.235220884856932
482,179.285417828101,166,0.0059040173206108,0.227561411291189
483,141.740353505308,147,0,0.606987176682388
484,155.640520721369,142,0.0064682286065544,0.204934004147882
485,123.377183825919,140,0,0.840235738237951
486,172.683716377845,133,0.0113997258233163,0.0117223448333169
487,149.667168114856,153,0,0.561090387242528
488,180.111540426686,175,0.00356673574145779,0.379739011454445
489,154.95119739088,159,0,0.575943234833609
490,182.543476770496,176,0.00402403738391188,0.351983094602419
491,159.160842054055,145,0.00652190692181634,0.199116875660011
492,157.81115275515,149,0.00507501452042472,0.294897434411188
493,143.406779421577,139,0.00371592820435228,0.381534982818384
494,198.092228785619,174,0.00776565197512667,0.101754249090933
495,158.391306703025,155,0.0030869652680611,0.409421431050912
496,150.989958458074,134,0.0074311806231393,0.149804584821027
497,126.148937843972,177,0,0.998557130620085
498,153.025439220685,167,0,0.773474655882723
499,168.110084906632,138,0.00974833634208395,0.0414015501246828
500,192.649732902542,175,0.00662771923636732,0.171361071720459
501,193.87173489328,194,0,0.489093485433235
502,140.378017221632,140,0.00108444076124922,0.475115709510423
503,130.639922347996,131,0,0.492442421859404
504,193.293312156733,184,0.00469018970620834,0.304626117269461
505,159.697970689237,147,0.00613370028416452,0.223964449962876
506,210.202098919696,175,0.00936007466899168,0.0356506445049978
507,218.470474340566,197,0.00688972305017212,0.140518259391325
508,131.635803121897,136,0,0.589771481055409
509,132.483423821129,151,0,0.858518988987921
510,147.080721772926,155,0,0.662626594887413
511,196.705180143999,189,0.00421380616750077,0.335333035181064
512,179.684426548816,197,0,0.806605141594562
513,141.307823343771,141,0.000975113743491639,0.476865165082797
514,136.157495693316,150,0,0.78418037088859
515,174.024596091265,143,0.00972073508097835,0.0396097497444902
516,159.78968589796,148,0.00589025800011869,0.239976554321212
517,135.884558491493,147,0,0.73441540118149
518,223.241510341828,224,0,0.501740630002887
519,173.50111757895,166,0.0044363213846703,0.329209199951515
520,163.563643529819,162,0.00205033784018701,0.450812244101959
521,138.991029925915,130,0.00548841703428202,0.278814376004303
522,164.128896659123,154,0.00535222999814032,0.273336420426572
523,135.036360687256,138,0,0.555460095509932
524,144.044203131767,137,0.00473227212205627,0.323263342918447
525,140.920082834903,162,0,0.882717031269072
526,138.756488631547,150,0,0.734789642793866
527,140.840821096462,143,0,0.53539525524649
528,159.588243477173,154,0.00397549633711873,0.362219306500283
529,124.388797054851,146,0,0.902095390592284
530,161.451315931831,145,0.00702959619548694,0.165882390601516
531,172.632731833294,158,0.00635108933264503,0.201502212295617
532,133.26305311881,139,0,0.621260663187422
533,164.485417310034,155,0.00516269454290435,0.285761854256514
534,145.801402992549,144,0.00233420100669177,0.442369139320647
535,138.648920366707,132,0.00468384654784389,0.328733476177909
536,124.001384163456,123,0.00188305004344914,0.4577251691329
537,148.736432093343,130,0.00792293017843649,0.124801447632283
538,158.755387330991,143,0.00692724553785932,0.173981324346176
539,144.842311133211,117,0.0101806092420876,0.0413034511021396
540,168.445003675043,146,0.00818271585719494,0.0984917943107622
541,281.894927474268,245,0.00809868199990484,0.0526701177050066
542,209.897405408178,194,0.00597415268517017,0.206208228040137
543,213.532943211125,209,0.00307348469067556,0.400254925625441
544,190.990206338429,193,0,0.527378901038898
545,248.684418796719,235,0.00503608794320192,0.257854551711627
546,108.992315615636,109,0,0.482192372558014
547,177.64335255146,180,0,0.535684841323528
548,260.910369017692,232,0.00736710539955911,0.0932908895846962
549,133.900379140401,131,0.00310531597011561,0.413322329289055
550,150.822962822962,159,0,0.666071889139123
551,144.818816928357,158,0,0.765897692946506
552,180.996309025524,194,0,0.739391774510543
553,202.712182461076,197,0.00355370997045416,0.375032260980266
554,193.232778072733,200,0,0.621270128819051
555,228.89021939751,202,0.00761439752408708,0.0941677877321398
556,171.929332341403,174,0,0.530155353300708
557,164.095878417523,166,0,0.527214974230612
558,153.213429619223,170,0,0.817459775096924
559,242.873653899191,216,0.00736123262750289,0.101210544753395
560,233.071346992755,199,0.00863539428107481,0.0492616837966384
561,138.480316814616,146,0,0.658601797421159
